latitude,longitude
185.89950561523438,156.5399169921875
185.41622924804688,156.5399169921875
185.41009521484375,156.5399169921875
186.2209930419922,156.5399169921875
186.2322540283203,156.5399169921875
185.95819091796875,156.5399169921875
185.94418334960938,156.5399169921875
185.47996520996094,156.5399169921875
185.46603393554688,156.5399169921875
185.8734130859375,156.5399169921875
185.85769653320312,156.5399169921875
185.8028564453125,156.5399169921875
185.89950561523438,156.655029296875
185.41622924804688,156.655029296875
185.41009521484375,156.655029296875
186.2209930419922,156.655029296875
186.2322540283203,156.655029296875
185.95819091796875,156.655029296875
185.94418334960938,156.655029296875
185.47996520996094,156.655029296875
185.46603393554688,156.655029296875
185.8734130859375,156.655029296875
185.85769653320312,156.655029296875
185.8028564453125,156.655029296875
185.89950561523438,156.657470703125
185.41622924804688,156.657470703125
185.41009521484375,156.657470703125
186.2209930419922,156.657470703125
186.2322540283203,156.657470703125
185.95819091796875,156.657470703125
185.94418334960938,156.657470703125
185.47996520996094,156.657470703125
185.46603393554688,156.657470703125
185.8734130859375,156.657470703125
185.85769653320312,156.657470703125
185.8028564453125,156.657470703125
185.89950561523438,156.80929565429688
185.41622924804688,156.80929565429688
185.41009521484375,156.80929565429688
186.2209930419922,156.80929565429688
186.2322540283203,156.80929565429688
185.95819091796875,156.80929565429688
185.94418334960938,156.80929565429688
185.47996520996094,156.80929565429688
185.46603393554688,156.80929565429688
185.8734130859375,156.80929565429688
185.85769653320312,156.80929565429688
185.8028564453125,156.80929565429688
185.89950561523438,156.806640625
185.41622924804688,156.806640625
185.41009521484375,156.806640625
186.2209930419922,156.806640625
186.2322540283203,156.806640625
185.95819091796875,156.806640625
185.94418334960938,156.806640625
185.47996520996094,156.806640625
185.46603393554688,156.806640625
185.8734130859375,156.806640625
185.85769653320312,156.806640625
185.8028564453125,156.806640625
185.89950561523438,156.68923950195312
185.41622924804688,156.68923950195312
185.41009521484375,156.68923950195312
186.2209930419922,156.68923950195312
186.2322540283203,156.68923950195312
185.95819091796875,156.68923950195312
185.94418334960938,156.68923950195312
185.47996520996094,156.68923950195312
185.46603393554688,156.68923950195312
185.8734130859375,156.68923950195312
185.85769653320312,156.68923950195312
185.8028564453125,156.68923950195312
185.89950561523438,156.68765258789062
185.41622924804688,156.68765258789062
185.41009521484375,156.68765258789062
186.2209930419922,156.68765258789062
186.2322540283203,156.68765258789062
185.95819091796875,156.68765258789062
185.94418334960938,156.68765258789062
185.47996520996094,156.68765258789062
185.46603393554688,156.68765258789062
185.8734130859375,156.68765258789062
185.85769653320312,156.68765258789062
185.8028564453125,156.68765258789062
185.89950561523438,156.78924560546875
185.41622924804688,156.78924560546875
185.41009521484375,156.78924560546875
186.2209930419922,156.78924560546875
186.2322540283203,156.78924560546875
185.95819091796875,156.78924560546875
185.94418334960938,156.78924560546875
185.47996520996094,156.78924560546875
185.46603393554688,156.78924560546875
185.8734130859375,156.78924560546875
185.85769653320312,156.78924560546875
185.8028564453125,156.78924560546875
185.89950561523438,156.7919921875
185.41622924804688,156.7919921875
185.41009521484375,156.7919921875
186.2209930419922,156.7919921875
186.2322540283203,156.7919921875
185.95819091796875,156.7919921875
185.94418334960938,156.7919921875
185.47996520996094,156.7919921875
185.46603393554688,156.7919921875
185.8734130859375,156.7919921875
185.85769653320312,156.7919921875
185.8028564453125,156.7919921875
185.89950561523438,156.59690856933594
185.41622924804688,156.59690856933594
185.41009521484375,156.59690856933594
186.2209930419922,156.59690856933594
186.2322540283203,156.59690856933594
185.95819091796875,156.59690856933594
185.94418334960938,156.59690856933594
185.47996520996094,156.59690856933594
185.46603393554688,156.59690856933594
185.8734130859375,156.59690856933594
185.85769653320312,156.59690856933594
185.8028564453125,156.59690856933594
185.89950561523438,156.59796142578125
185.41622924804688,156.59796142578125
185.41009521484375,156.59796142578125
186.2209930419922,156.59796142578125
186.2322540283203,156.59796142578125
185.95819091796875,156.59796142578125
185.94418334960938,156.59796142578125
185.47996520996094,156.59796142578125
185.46603393554688,156.59796142578125
185.8734130859375,156.59796142578125
185.85769653320312,156.59796142578125
185.8028564453125,156.59796142578125
185.89950561523438,156.7406768798828
185.41622924804688,156.7406768798828
185.41009521484375,156.7406768798828
186.2209930419922,156.7406768798828
186.2322540283203,156.7406768798828
185.95819091796875,156.7406768798828
185.94418334960938,156.7406768798828
185.47996520996094,156.7406768798828
185.46603393554688,156.7406768798828
185.8734130859375,156.7406768798828
185.85769653320312,156.7406768798828
185.8028564453125,156.7406768798828
